techs,color,name,base_tech,flow_cap_max,flow_out_eff_per_distance,lifetime,link_from,link_to
TE58_TE49_interp_6_to_TE58_TE49_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE58_TE49_interp_6,TE58_TE49_interp_7
TE58_TE49_interp_7_to_TE58_TE49_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE58_TE49_interp_7,TE58_TE49_interp_8
TE58_TE49_interp_8_to_TE58_TE49_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE58_TE49_interp_8,TE58_TE49_interp_9
TE58_TE49_interp_9_to_TE58_TE49_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE58_TE49_interp_9,TE58_TE49_interp_10
TE58_TE49_interp_10_to_TE49,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE58_TE49_interp_10,TE49
TE59_to_TE59_TE58_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59,TE59_TE58_interp_1
TE59_TE58_interp_1_to_TE59_TE58_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59_TE58_interp_1,TE59_TE58_interp_2
TE59_TE58_interp_2_to_TE59_TE58_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59_TE58_interp_2,TE59_TE58_interp_3
TE59_TE58_interp_3_to_TE59_TE58_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59_TE58_interp_3,TE59_TE58_interp_4
TE59_TE58_interp_4_to_TE59_TE58_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59_TE58_interp_4,TE59_TE58_interp_5
TE59_TE58_interp_5_to_TE59_TE58_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59_TE58_interp_5,TE59_TE58_interp_6
TE59_TE58_interp_6_to_TE59_TE58_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59_TE58_interp_6,TE59_TE58_interp_7
TE59_TE58_interp_7_to_TE59_TE58_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59_TE58_interp_7,TE59_TE58_interp_8
TE59_TE58_interp_8_to_TE59_TE58_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59_TE58_interp_8,TE59_TE58_interp_9
TE59_TE58_interp_9_to_TE59_TE58_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59_TE58_interp_9,TE59_TE58_interp_10
TE59_TE58_interp_10_to_TE58,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE59_TE58_interp_10,TE58
TE60_to_TE60_TE59_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60,TE60_TE59_interp_1
TE60_TE59_interp_1_to_TE60_TE59_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60_TE59_interp_1,TE60_TE59_interp_2
TE60_TE59_interp_2_to_TE60_TE59_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60_TE59_interp_2,TE60_TE59_interp_3
TE60_TE59_interp_3_to_TE60_TE59_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60_TE59_interp_3,TE60_TE59_interp_4
TE60_TE59_interp_4_to_TE60_TE59_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60_TE59_interp_4,TE60_TE59_interp_5
TE60_TE59_interp_5_to_TE60_TE59_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60_TE59_interp_5,TE60_TE59_interp_6
TE60_TE59_interp_6_to_TE60_TE59_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60_TE59_interp_6,TE60_TE59_interp_7
TE60_TE59_interp_7_to_TE60_TE59_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60_TE59_interp_7,TE60_TE59_interp_8
TE60_TE59_interp_8_to_TE60_TE59_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60_TE59_interp_8,TE60_TE59_interp_9
TE60_TE59_interp_9_to_TE60_TE59_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60_TE59_interp_9,TE60_TE59_interp_10
TE60_TE59_interp_10_to_TE59,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE60_TE59_interp_10,TE59
TE61_to_TE61_TE60_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61,TE61_TE60_interp_1
TE61_TE60_interp_1_to_TE61_TE60_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61_TE60_interp_1,TE61_TE60_interp_2
TE61_TE60_interp_2_to_TE61_TE60_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61_TE60_interp_2,TE61_TE60_interp_3
TE61_TE60_interp_3_to_TE61_TE60_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61_TE60_interp_3,TE61_TE60_interp_4
TE61_TE60_interp_4_to_TE61_TE60_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61_TE60_interp_4,TE61_TE60_interp_5
TE61_TE60_interp_5_to_TE61_TE60_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61_TE60_interp_5,TE61_TE60_interp_6
TE61_TE60_interp_6_to_TE61_TE60_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61_TE60_interp_6,TE61_TE60_interp_7
TE61_TE60_interp_7_to_TE61_TE60_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61_TE60_interp_7,TE61_TE60_interp_8
TE61_TE60_interp_8_to_TE61_TE60_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61_TE60_interp_8,TE61_TE60_interp_9
TE61_TE60_interp_9_to_TE61_TE60_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61_TE60_interp_9,TE61_TE60_interp_10
TE61_TE60_interp_10_to_TE60,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE61_TE60_interp_10,TE60
TE62_to_TE62_TE61_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62,TE62_TE61_interp_1
TE62_TE61_interp_1_to_TE62_TE61_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62_TE61_interp_1,TE62_TE61_interp_2
TE62_TE61_interp_2_to_TE62_TE61_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62_TE61_interp_2,TE62_TE61_interp_3
TE62_TE61_interp_3_to_TE62_TE61_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62_TE61_interp_3,TE62_TE61_interp_4
TE62_TE61_interp_4_to_TE62_TE61_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62_TE61_interp_4,TE62_TE61_interp_5
TE62_TE61_interp_5_to_TE62_TE61_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62_TE61_interp_5,TE62_TE61_interp_6
TE62_TE61_interp_6_to_TE62_TE61_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62_TE61_interp_6,TE62_TE61_interp_7
TE62_TE61_interp_7_to_TE62_TE61_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62_TE61_interp_7,TE62_TE61_interp_8
TE62_TE61_interp_8_to_TE62_TE61_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62_TE61_interp_8,TE62_TE61_interp_9
TE62_TE61_interp_9_to_TE62_TE61_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62_TE61_interp_9,TE62_TE61_interp_10
TE62_TE61_interp_10_to_TE61,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE62_TE61_interp_10,TE61
TE63_to_TE63_TE62_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63,TE63_TE62_interp_1
TE63_TE62_interp_1_to_TE63_TE62_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63_TE62_interp_1,TE63_TE62_interp_2
TE63_TE62_interp_2_to_TE63_TE62_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63_TE62_interp_2,TE63_TE62_interp_3
TE63_TE62_interp_3_to_TE63_TE62_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63_TE62_interp_3,TE63_TE62_interp_4
TE63_TE62_interp_4_to_TE63_TE62_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63_TE62_interp_4,TE63_TE62_interp_5
TE63_TE62_interp_5_to_TE63_TE62_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63_TE62_interp_5,TE63_TE62_interp_6
TE63_TE62_interp_6_to_TE63_TE62_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63_TE62_interp_6,TE63_TE62_interp_7
TE63_TE62_interp_7_to_TE63_TE62_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63_TE62_interp_7,TE63_TE62_interp_8
TE63_TE62_interp_8_to_TE63_TE62_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63_TE62_interp_8,TE63_TE62_interp_9
TE63_TE62_interp_9_to_TE63_TE62_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63_TE62_interp_9,TE63_TE62_interp_10
TE63_TE62_interp_10_to_TE62,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE63_TE62_interp_10,TE62
TE64_to_TE64_TE63_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64,TE64_TE63_interp_1
TE64_TE63_interp_1_to_TE64_TE63_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64_TE63_interp_1,TE64_TE63_interp_2
TE64_TE63_interp_2_to_TE64_TE63_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64_TE63_interp_2,TE64_TE63_interp_3
TE64_TE63_interp_3_to_TE64_TE63_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64_TE63_interp_3,TE64_TE63_interp_4
TE64_TE63_interp_4_to_TE64_TE63_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64_TE63_interp_4,TE64_TE63_interp_5
TE64_TE63_interp_5_to_TE64_TE63_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64_TE63_interp_5,TE64_TE63_interp_6
TE64_TE63_interp_6_to_TE64_TE63_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64_TE63_interp_6,TE64_TE63_interp_7
TE64_TE63_interp_7_to_TE64_TE63_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64_TE63_interp_7,TE64_TE63_interp_8
TE64_TE63_interp_8_to_TE64_TE63_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64_TE63_interp_8,TE64_TE63_interp_9
TE64_TE63_interp_9_to_TE64_TE63_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64_TE63_interp_9,TE64_TE63_interp_10
TE64_TE63_interp_10_to_TE63,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE64_TE63_interp_10,TE63
TE65_to_TE65_TE64_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65,TE65_TE64_interp_1
TE65_TE64_interp_1_to_TE65_TE64_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65_TE64_interp_1,TE65_TE64_interp_2
TE65_TE64_interp_2_to_TE65_TE64_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65_TE64_interp_2,TE65_TE64_interp_3
TE65_TE64_interp_3_to_TE65_TE64_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65_TE64_interp_3,TE65_TE64_interp_4
TE65_TE64_interp_4_to_TE65_TE64_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65_TE64_interp_4,TE65_TE64_interp_5
TE65_TE64_interp_5_to_TE65_TE64_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65_TE64_interp_5,TE65_TE64_interp_6
TE65_TE64_interp_6_to_TE65_TE64_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65_TE64_interp_6,TE65_TE64_interp_7
TE65_TE64_interp_7_to_TE65_TE64_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65_TE64_interp_7,TE65_TE64_interp_8
TE65_TE64_interp_8_to_TE65_TE64_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65_TE64_interp_8,TE65_TE64_interp_9
TE65_TE64_interp_9_to_TE65_TE64_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65_TE64_interp_9,TE65_TE64_interp_10
TE65_TE64_interp_10_to_TE64,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE65_TE64_interp_10,TE64
TE66_to_TE66_TE65_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66,TE66_TE65_interp_1
TE66_TE65_interp_1_to_TE66_TE65_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66_TE65_interp_1,TE66_TE65_interp_2
TE66_TE65_interp_2_to_TE66_TE65_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66_TE65_interp_2,TE66_TE65_interp_3
TE66_TE65_interp_3_to_TE66_TE65_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66_TE65_interp_3,TE66_TE65_interp_4
TE66_TE65_interp_4_to_TE66_TE65_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66_TE65_interp_4,TE66_TE65_interp_5
TE66_TE65_interp_5_to_TE66_TE65_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66_TE65_interp_5,TE66_TE65_interp_6
TE66_TE65_interp_6_to_TE66_TE65_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66_TE65_interp_6,TE66_TE65_interp_7
TE66_TE65_interp_7_to_TE66_TE65_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66_TE65_interp_7,TE66_TE65_interp_8
TE66_TE65_interp_8_to_TE66_TE65_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66_TE65_interp_8,TE66_TE65_interp_9
TE66_TE65_interp_9_to_TE66_TE65_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66_TE65_interp_9,TE66_TE65_interp_10
TE66_TE65_interp_10_to_TE65,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE66_TE65_interp_10,TE65
TE67_to_TE67_TE66_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67,TE67_TE66_interp_1
TE67_TE66_interp_1_to_TE67_TE66_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67_TE66_interp_1,TE67_TE66_interp_2
TE67_TE66_interp_2_to_TE67_TE66_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67_TE66_interp_2,TE67_TE66_interp_3
TE67_TE66_interp_3_to_TE67_TE66_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67_TE66_interp_3,TE67_TE66_interp_4
TE67_TE66_interp_4_to_TE67_TE66_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67_TE66_interp_4,TE67_TE66_interp_5
TE67_TE66_interp_5_to_TE67_TE66_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67_TE66_interp_5,TE67_TE66_interp_6
TE67_TE66_interp_6_to_TE67_TE66_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67_TE66_interp_6,TE67_TE66_interp_7
TE67_TE66_interp_7_to_TE67_TE66_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67_TE66_interp_7,TE67_TE66_interp_8
TE67_TE66_interp_8_to_TE67_TE66_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67_TE66_interp_8,TE67_TE66_interp_9
TE67_TE66_interp_9_to_TE67_TE66_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67_TE66_interp_9,TE67_TE66_interp_10
TE67_TE66_interp_10_to_TE66,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE67_TE66_interp_10,TE66
TE68_to_TE68_TE67_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68,TE68_TE67_interp_1
TE68_TE67_interp_1_to_TE68_TE67_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68_TE67_interp_1,TE68_TE67_interp_2
TE68_TE67_interp_2_to_TE68_TE67_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68_TE67_interp_2,TE68_TE67_interp_3
TE68_TE67_interp_3_to_TE68_TE67_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68_TE67_interp_3,TE68_TE67_interp_4
TE68_TE67_interp_4_to_TE68_TE67_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68_TE67_interp_4,TE68_TE67_interp_5
TE68_TE67_interp_5_to_TE68_TE67_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68_TE67_interp_5,TE68_TE67_interp_6
TE68_TE67_interp_6_to_TE68_TE67_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68_TE67_interp_6,TE68_TE67_interp_7
TE68_TE67_interp_7_to_TE68_TE67_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68_TE67_interp_7,TE68_TE67_interp_8
TE68_TE67_interp_8_to_TE68_TE67_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68_TE67_interp_8,TE68_TE67_interp_9
TE68_TE67_interp_9_to_TE68_TE67_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68_TE67_interp_9,TE68_TE67_interp_10
TE68_TE67_interp_10_to_TE67,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE68_TE67_interp_10,TE67
TE69_to_TE69_TE68_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69,TE69_TE68_interp_1
TE69_TE68_interp_1_to_TE69_TE68_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69_TE68_interp_1,TE69_TE68_interp_2
TE69_TE68_interp_2_to_TE69_TE68_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69_TE68_interp_2,TE69_TE68_interp_3
TE69_TE68_interp_3_to_TE69_TE68_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69_TE68_interp_3,TE69_TE68_interp_4
TE69_TE68_interp_4_to_TE69_TE68_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69_TE68_interp_4,TE69_TE68_interp_5
TE69_TE68_interp_5_to_TE69_TE68_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69_TE68_interp_5,TE69_TE68_interp_6
TE69_TE68_interp_6_to_TE69_TE68_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69_TE68_interp_6,TE69_TE68_interp_7
TE69_TE68_interp_7_to_TE69_TE68_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69_TE68_interp_7,TE69_TE68_interp_8
TE69_TE68_interp_8_to_TE69_TE68_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69_TE68_interp_8,TE69_TE68_interp_9
TE69_TE68_interp_9_to_TE69_TE68_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69_TE68_interp_9,TE69_TE68_interp_10
TE69_TE68_interp_10_to_TE68,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE69_TE68_interp_10,TE68
TE70_to_TE70_TE69_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70,TE70_TE69_interp_1
TE70_TE69_interp_1_to_TE70_TE69_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70_TE69_interp_1,TE70_TE69_interp_2
TE70_TE69_interp_2_to_TE70_TE69_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70_TE69_interp_2,TE70_TE69_interp_3
TE70_TE69_interp_3_to_TE70_TE69_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70_TE69_interp_3,TE70_TE69_interp_4
TE70_TE69_interp_4_to_TE70_TE69_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70_TE69_interp_4,TE70_TE69_interp_5
TE70_TE69_interp_5_to_TE70_TE69_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70_TE69_interp_5,TE70_TE69_interp_6
TE70_TE69_interp_6_to_TE70_TE69_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70_TE69_interp_6,TE70_TE69_interp_7
TE70_TE69_interp_7_to_TE70_TE69_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70_TE69_interp_7,TE70_TE69_interp_8
TE70_TE69_interp_8_to_TE70_TE69_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70_TE69_interp_8,TE70_TE69_interp_9
TE70_TE69_interp_9_to_TE70_TE69_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70_TE69_interp_9,TE70_TE69_interp_10
TE70_TE69_interp_10_to_TE69,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE70_TE69_interp_10,TE69
TE71_to_TE71_TE70_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71,TE71_TE70_interp_1
TE71_TE70_interp_1_to_TE71_TE70_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71_TE70_interp_1,TE71_TE70_interp_2
TE71_TE70_interp_2_to_TE71_TE70_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71_TE70_interp_2,TE71_TE70_interp_3
TE71_TE70_interp_3_to_TE71_TE70_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71_TE70_interp_3,TE71_TE70_interp_4
TE71_TE70_interp_4_to_TE71_TE70_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71_TE70_interp_4,TE71_TE70_interp_5
TE71_TE70_interp_5_to_TE71_TE70_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71_TE70_interp_5,TE71_TE70_interp_6
TE71_TE70_interp_6_to_TE71_TE70_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71_TE70_interp_6,TE71_TE70_interp_7
TE71_TE70_interp_7_to_TE71_TE70_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71_TE70_interp_7,TE71_TE70_interp_8
TE71_TE70_interp_8_to_TE71_TE70_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71_TE70_interp_8,TE71_TE70_interp_9
TE71_TE70_interp_9_to_TE71_TE70_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71_TE70_interp_9,TE71_TE70_interp_10
TE71_TE70_interp_10_to_TE70,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE71_TE70_interp_10,TE70
TE72_to_TE72_TE71_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72,TE72_TE71_interp_1
TE72_TE71_interp_1_to_TE72_TE71_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72_TE71_interp_1,TE72_TE71_interp_2
TE72_TE71_interp_2_to_TE72_TE71_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72_TE71_interp_2,TE72_TE71_interp_3
TE72_TE71_interp_3_to_TE72_TE71_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72_TE71_interp_3,TE72_TE71_interp_4
TE72_TE71_interp_4_to_TE72_TE71_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72_TE71_interp_4,TE72_TE71_interp_5
TE72_TE71_interp_5_to_TE72_TE71_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72_TE71_interp_5,TE72_TE71_interp_6
TE72_TE71_interp_6_to_TE72_TE71_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72_TE71_interp_6,TE72_TE71_interp_7
TE72_TE71_interp_7_to_TE72_TE71_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72_TE71_interp_7,TE72_TE71_interp_8
TE72_TE71_interp_8_to_TE72_TE71_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72_TE71_interp_8,TE72_TE71_interp_9
TE72_TE71_interp_9_to_TE72_TE71_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72_TE71_interp_9,TE72_TE71_interp_10
TE72_TE71_interp_10_to_TE71,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE72_TE71_interp_10,TE71
TE73_to_TE73_TE72_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE73,TE73_TE72_interp_1
TE73_TE72_interp_1_to_TE73_TE72_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE73_TE72_interp_1,TE73_TE72_interp_2
TE73_TE72_interp_2_to_TE73_TE72_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE73_TE72_interp_2,TE73_TE72_interp_3
TE73_TE72_interp_3_to_TE73_TE72_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE73_TE72_interp_3,TE73_TE72_interp_4
TE73_TE72_interp_4_to_TE73_TE72_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE73_TE72_interp_4,TE73_TE72_interp_5
TE73_TE72_interp_5_to_TE73_TE72_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE73_TE72_interp_5,TE73_TE72_interp_6
TE73_TE72_interp_6_to_TE73_TE72_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE73_TE72_interp_6,TE73_TE72_interp_7
TE73_TE72_interp_7_to_TE73_TE72_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE73_TE72_interp_7,TE73_TE72_interp_8
TE73_TE72_interp_8_to_TE73_TE72_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE73_TE72_interp_8,TE73_TE72_interp_9
